run_id	resolution	steps	status	wall_time_ms	text_score	layout_score	loop_error	input_ocr_chars	mid_ocr_chars	mid_ocr_sample
20260424T023655Z-modal-ltx-s3-seed63-1280x736	1280x736	3	near_miss	2229.620	0.5871	0.9994	0.0167	763	814	H . Sketchapedia: Roman Colosseum A structured visual page with labels, diagrams, and dense text for stability checks Arena Floor Velarium Trapdoors, lifts, and service passages created sudden reveals during public spedi
20260424T023657Z-modal-ltx-s4-seed63-1280x736	1280x736	4	near_miss	2406.634	0.5941	0.9995	0.0127	763	792	H . Sketchapedia: Roman Colosseum A structured visual page with labels, diegrams, and dense text for stability checks Arena Floor Velarium Trapdoors, lifts, and service passages created sudden reveals during public spedi
20260424T023659Z-modal-ltx-s6-seed63-1280x736	1280x736	6	near_miss	2897.832	0.6105	0.9997	0.0057	763	787	H . Sketchapedia: Roman Colosseum A structured visual page with labels, disgrams, and dense text for stability checks. Arena Floor Velarium Trapdoors, lifts, and service passages crested sudden reveals during public sped
20260424T023702Z-modal-ltx-s8-seed63-1280x736	1280x736	8	fail	3151.261	0.6423	0.9997	0.0048	763	803	H . Sketchapedia: Roman Colosseum A structured visual page with labels, diegrams, and dense text for stability checks. Arena Floor Velarium Trapdoors, ifts, and service passages created sudden reveals during public spedi
20260424T023705Z-modal-ltx-s2-seed64-768x448	768x448	2	pass	1215.914	0.2922	0.9996	0.0131	763	175	Sketchapedia: Roman Colosseum Arena Floor Vetariumn Seating Matactats Annotated Section Diagram “2 Seee ie gieenyrndeokh a wee cr ‘aa S. Lanp benandtary stuneh be vinuatey cet
20260424T023707Z-modal-ltx-s3-seed64-768x448	768x448	3	pass	1248.731	0.2838	0.9995	0.0137	763	137	Sketchapedia: Roman Colosseum Arena Floor Vetariuen Seating Matertats: Annotated Sectisa Diagram bee 9. Lanp tenendary stent bo wnat cet.
20260424T023708Z-modal-ltx-s4-seed64-768x448	768x448	4	near_miss	1312.552	0.2801	0.9997	0.0090	763	168	Sketchapedia: Roman Colosseum Arena Floor Vetarium Seating Mataclats, Amotated Section Diagram E'S n guemty nde not wate erent Tne 9. Lonp tonundary sire bo winualp out
20260424T023709Z-modal-ltx-s6-seed64-768x448	768x448	6	near_miss	1465.764	0.2907	0.9999	0.0022	763	177	Sketchapedia: Roman Colosseum Arena Floor Velarium Seating Materials Anotated Section Diagram “E"Seasn guemioty wheat oot wate or ont ‘aan 9 Lang boundary vmntt bo winuatip gout
20260424T023711Z-modal-ltx-s8-seed64-768x448	768x448	8	near_miss	1538.360	0.2924	0.9999	0.0021	763	136	Sketchapedia: Roman Colosseum Arena Floor Velarium Seating Materials Amotated Sectisn Diagram a S. Lang boundary vinautt bo winuatp gout
20260424T023712Z-modal-ltx-s2-seed64-896x512	896x512	2	near_miss	1406.147	0.0128	0.9996	0.0128	763	606	A structured visuel page with faasia, diagrams, anc Gunse text fer stublity checks Arena Floor Vetauriuam Traodoon, tl and service peraeges cromnd sudo revanis dung public sonfebecativ auring system shaded specltars end 
20260424T023714Z-modal-ltx-s3-seed64-896x512	896x512	3	near_miss	1493.381	0.0228	0.9993	0.0185	763	631	A structured visuel page wth fabolo, dlagrames, and ounse text fee stublity check. Arena Floor Votarium Trapdoor, its, and service pesanges cremnd sudon reveals during public spinucdecativ aumng syatum shaded spectators 
20260424T023715Z-modal-ltx-s4-seed64-896x512	896x512	4	near_miss	1619.393	0.0364	0.9994	0.0184	763	639	A structured visual paga with faba, diagrams, and ounse text fer stublity checks. Arena Floor Votasium Trapdoor it, and service pecanges cromind suidon reveals during public sprnuctacatie awning system shaded spectators 
20260424T023717Z-modal-ltx-s6-seed64-896x512	896x512	6	near_miss	1736.633	0.0161	0.9998	0.0085	763	659	A structured vivual page vdth fabalo, diagrams, an¢ ounse text for stablity chacts. Arena Floor Vetarium “Trapdoor, tit, and service pessages croniod sudden reveals during public spnRadacati euming systom shaded spectato
20260424T023718Z-modal-ltx-s8-seed64-896x512	896x512	8	near_miss	1939.368	0.0220	0.9999	0.0029	763	631	Astructured vleual paga wth fala, dlagrams, and Ounse text fer stablity checks. Arena Floor Votarium Trapavony, it, and service petanges cromind suidon reveals dung public spinRexcaliv gunng systum shaded spectators end 
20260424T023720Z-modal-ltx-s2-seed64-960x544	960x544	2	near_miss	1555.812	0.0209	0.9997	0.0124	763	622	A structured vinual page wlth inbsis, diagrams, and danse taxt far stavily checks. Arena Floor Vetarium Trandoas, its. aan service passages cresisesuddon raves daring publ vontRagkmictatla GwrINg Fyaiam shagud Spactaors 
20260424T023722Z-modal-ltx-s3-seed64-960x544	960x544	3	near_miss	1723.225	0.0250	0.9995	0.0163	763	683	Actructured vibual page wlth Iabeis, diagrams, and danse taut for stably checks. Arena Floor Vetarium Trapdooss, its acd service passages crutad sudden revedts danny public wetAaeuuclable Gwrang syatam shaded spectators 
20260424T023724Z-modal-ltx-s4-seed64-960x544	960x544	4	near_miss	1834.663	0.0251	0.9996	0.0157	763	689	Astuctured vieual page ulin lubete, diagrams, and danse taxt for stabilly checks. Arena Floor Vetarium Trapdoos, its, aad sorvice passages created suddon raveats daring public spedaekmctable Gwrang system shaded spectato
20260424T023726Z-modal-ltx-s6-seed64-960x544	960x544	6	near_miss	1846.260	0.0702	0.9995	0.0137	763	680	Astuctured visual page with lnbete, diagrams, and dense taut for stablly checks Arena Floor Vetarium Trapdooss, its acd service passages crated sudden reveals dang public weedaeaclable Gwrang systum shaded spectators and
20260424T023727Z-modal-ltx-s8-seed64-960x544	960x544	8	near_miss	2121.380	0.0226	0.9998	0.0073	763	699	Asbuctred visual page wltn labels, diagrams, and danse taxt for stabtity checis. Arena Floor Vetarium Trapdoor, its and service passages Created sudidon reveals daring public spexRaeiamctatie swrang system shaded spectat
20260424T023730Z-modal-ltx-s2-seed64-1024x576	1024x576	2	near_miss	1691.133	0.0186	0.9993	0.0160	763	665	Astructured visual page wih fates, diagrams, and dsnes tent for stability checks. Areea Floor Velarium Trapdioont, Its, ane serving passoges crested sudkten reveals daring pute spevtaetaclatic tAvniNg system shaded speci
20260424T023731Z-modal-ltx-s3-seed64-1024x576	1024x576	3	near_miss	1726.496	0.0308	0.9988	0.0230	763	486	Astructured visuat page with fabels, diagrams, and dunes tant for stability checks, Arena Floor Vetarium Seating Materials Social enter was encednd into tee srctitocare thmgh Yared, senartee coming Brands, dl. brick, ana
20260424T023733Z-modal-ltx-s4-seed64-1024x576	1024x576	4	near_miss	1797.732	0.0381	0.9986	0.0222	763	662	Astructured visual page with labels, diagrans, and danea taut forstabiity checks Arena Floor Vetarium Trapdaces, Hs, ane series paosagae closied cudien tuenis dae patie apedadteactatée exis aysienr uhaded xpeckmrs anu ra
20260424T023735Z-modal-ltx-s6-seed64-1024x576	1024x576	6	near_miss	2079.901	0.0406	0.9996	0.0117	763	513	A structured visual pega with labels, diagrams, and dense tent for statlty checks Arana Floc Vetarium Seating Materials Secial enter was encoded info tue architects Idnaugh Vared, separsind cating hanéaINA, ffl, hick BHO
20260424T023737Z-modal-ltx-s8-seed64-1024x576	1024x576	8	near_miss	2252.628	0.0432	0.9999	0.0043	763	559	A structured visual nage wlth labels, diagrams, and dense tent for stability checks. Arena Floor Velarium Seating Materials Social order was encodnd info the arctsecture thnqugh tered, separnind ceating bagésine, tuil, b
20260424T023739Z-modal-ltx-s2-seed64-1280x736	1280x736	2	near_miss	2167.032	0.4918	0.9990	0.0181	763	470	H . Sketchapedia: Roman Colosseum A structured visual page with labels, diagrams. and dense text for stabliity checks Arena Floor Velarium Trapdoans, its, and service passages created suddi yeas during public spediarkack
20260424T023741Z-modal-ltx-s3-seed64-1280x736	1280x736	3	near_miss	2354.848	0.3138	0.9984	0.0272	763	319	Sketchapedia: Roman Colosseum A structured visual page with labels, diagrams. and dense taxt for stability checks Arena Floor Velarium Trapdoors, lilts, and service passages created edits duving puiblic spedaekractatie a
20260424T023744Z-modal-ltx-s4-seed64-1280x736	1280x736	4	near_miss	2449.029	0.3588	0.9982	0.0296	763	219	Sketchapedia: Roman Colosseum Arena Floor Velarium Trapdoors, iiits, and service pe DBS C te ais GuIng Public specianeEctatis awning sys MeEvAKC hequinsd cot inated tape hamdl Seating Materials Annotated Section Diagram
20260424T023746Z-modal-ltx-s6-seed64-1280x736	1280x736	6	near_miss	2859.635	0.2935	0.9985	0.0234	763	250	Sketchapedia: Roman Colosseum Arena Flopr Velarium Trepa@wons, lisa seunauze pe poe Crea EM! WN weeds Cavey pI! Mees: Ra fp Sy et Sy mene UNCANNY COONAN, | par vese ANTHEA Seating Materials Annotated Section Diagrain . :
20260424T023749Z-modal-ltx-s8-seed64-1280x736	1280x736	8	fail	3458.419	0.3371	0.9988	0.0178	763	441	H . Sketchapedia: Roman Colosseum Astructured visual page with labels. disgrams. and dense text for stability checks Arena Floor Velarium Trapwicors, lifts, and sevice passayes crags fdUEnTavedls Guling PUUCCTRMMAECtANG 
20260424T023752Z-modal-ltx-s2-seed65-768x448	768x448	2	pass	1235.545	0.3049	0.9997	0.0119	763	178	Sketchapedia: Roman Colosseum Arena Floor Velarium Seating Matociais Annotated Section Diagram “Segrrin gramme ehenhtah wend or met Naess 9 Lamp teumubery atauseh be vemsaty: cut
20260424T023754Z-modal-ltx-s3-seed65-768x448	768x448	3	pass	1274.747	0.3145	0.9995	0.0154	763	169	Sketchapedia: Roman Colosseum Arena Floor Velarium Seating Materials Annotated Section Diagram “S"Daram queuety shout eat wiki eu — 8 Lanp tawny stunsth be vemantty eset
20260424T023755Z-modal-ltx-s4-seed65-768x448	768x448	4	near_miss	1358.688	0.3122	0.9997	0.0100	763	170	Sketchapedia: Roman Colosseum ‘Arena Floor Velarium Seating Materials Annotated Section Diagram “ Fhagatn gramury ehout eae urate pi 9 Lop Canuery atvmeth ae wemsatty eat
20260424T023756Z-modal-ltx-s6-seed65-768x448	768x448	6	near_miss	1468.147	0.2935	0.9999	0.0049	763	186	Sketchapedia: Roman Colosseum Arena Floor Velarium Seating Matorlais: Annotated Section Diagram Ss< = “eRe Ney oan wx eat Unek Po, a eaten ——————_} 8 Loap Coundny stvaath be vensaty epee
20260424T023758Z-modal-ltx-s8-seed65-768x448	768x448	8	near_miss	1568.577	0.2952	0.9999	0.0043	763	171	Sketchapedia: Roman Colosseum Arena Floor Velarium Seating Matorlais. Annotated Section Diagram —— gre gman eho ee pen er eve — se ‘8 Lop Country atvuath be vonsatty eneat
20260424T023759Z-modal-ltx-s2-seed65-896x512	896x512	2	near_miss	1420.823	0.0235	0.9995	0.0139	763	617	Acciucturad visuel page Wh labia. diagrams. and duese tex for stublity emcee Arena Floor Veterium Trapdoor, it, and service passages cresod sunkon rovnats turing pubic svafuRcakie auring Systm stadud spectators and rague
20260424T023801Z-modal-ltx-s3-seed65-896x512	896x512	3	near_miss	1548.274	0.0354	0.9994	0.0160	763	638	A auctured visuel page Wilh abe. diagrams, and dense tex for stublity cecka Arena Floor Vetarivn Trapdoor, it, and service passages creulod suikion reveals during pubic spifuminacakit auming sym shaded speclaors end requ
20260424T023802Z-modal-ltx-s4-seed65-896x512	896x512	4	near_miss	1693.584	0.0348	0.9996	0.0132	763	658	A aructured vieuel page wih abet, dingrams, and dense tex for stability cecka Arena Floor Vetarivn Trapdoor, it, and service passages creslod suikon reveals during pubic spintumiacaki auming sysium shaded speclsars and r
20260424T023804Z-modal-ltx-s6-seed65-896x512	896x512	6	near_miss	1720.563	0.0178	0.9999	0.0067	763	620	Aciructuree vlevs! page with labels, diagrams, and denne taxt for stabilty cracks. Arena Floor Vetasium Trapdoor, ifs, and sence passages creiod suxkionreveatr during pubic soem curng eyo Shodad specter and required coon
20260424T023806Z-modal-ltx-s8-seed65-896x512	896x512	8	near_miss	1869.757	0.0191	0.9999	0.0056	763	359	Arena Floor Vetasiun Seating Materiats Sil oda was encoded il oon nigh Bed, oeprabdEeliy INE a,kk,and canoe aed nh ace an crane Annotated Section Diagram 4 lan mn oti cross tama. pein SS eeagrln guatontey @avudd not webb
20260424T023808Z-modal-ltx-s2-seed65-960x544	960x544	2	near_miss	1545.149	0.0358	0.9994	0.0160	763	648	Apuctired vinuei page with Ikbela, diagrams. and dense text for staadlity cheats Arana Floor Vetarisim Trendoac, ft. and service peosages crontac suddion savests daring publ: xositesmnctatis suring Zyram shaded Spectator
20260424T023809Z-modal-ltx-s3-seed65-960x544	960x544	3	near_miss	1587.793	0.0203	0.9989	0.0226	763	631	Avsiuctored vinual page'wlin labeio, diagrams, and dense text for statilly checks. Arena Floor Yetarium Trendoac, its and service passages crautad suddion raveots darng public sosdtretmnctate uring zyram shaded Spectator
20260424T023811Z-modal-ltx-s4-seed65-960x544	960x544	4	near_miss	1711.291	0.0409	0.9987	0.0228	763	701	A shuctorad vinual page villn inoeio, diagrams, snd dense tax! for stabilify checks. Arena Floor Yetarium ‘Trapdoor, its, and service passages ested suddon reveets daring public spadtrsfenctabite awning syritam shaded sp
20260424T023812Z-modal-ltx-s6-seed65-960x544	960x544	6	near_miss	1886.573	0.0362	0.9988	0.0208	763	508	| beter de hd til ad deme Arena Floor Yetarium | Trendoa it, and servce passages cated suddon reveas dar pubic smancate suring sym shaded Spector and requined coordinate thos nad Seating Materials | Soci ar wt eco textes
20260424T023814Z-modal-ltx-s8-seed65-960x544	960x544	8	near_miss	2073.116	0.0524	0.9990	0.0161	763	530	Sketchapedia: Roman Colosseuiti ; A siructared viaual poge with Idoeis, diagrams, and Gense tax! for stability checks. Arena Floor Vetarium “eapdoocs, it. and servce passages Caled suddon reveals darn public spedRrbuctok
20260424T023816Z-modal-ltx-s2-seed65-1024x576	1024x576	2	near_miss	1647.803	0.1433	0.9994	0.0153	763	628	Astructured visual page With tebls. ciagrans, and danse text tor stability checks. Arena Floor Vetarium Trapdoor, lifts, and sennos passages crested sudden revesis during pubic speviaeBeclatie aming system ahaa spectator
20260424T023818Z-modal-ltx-s3-seed65-1024x576	1024x576	3	near_miss	1736.589	0.0594	0.9989	0.0233	763	634	Astructired visual paga with tebeis, diagrans, and danse taxt for stability checks. Arena Floor Velarium Trapdoor, its, and sonvice passages creoted sudden raveais duitng nutile spediaeactatis citing aysiem shoded specta
20260424T023820Z-modal-ltx-s4-seed65-1024x576	1024x576	4	near_miss	1908.169	0.0193	0.9988	0.0230	763	711	Astructured visual page with lebeis, diagrams, and danse taxt for stability checks. Arena Floor Velarium Trapdoomt its, and service passages creotad sudden reveats ccna tite speviaetractatie cumting ysiem shoded spectato
20260424T023822Z-modal-ltx-s6-seed65-1024x576	1024x576	6	near_miss	2015.547	0.0899	0.9989	0.0228	763	299	Sketchapedia: Roman Colosseum | Astructured visual page with labels, diagrans, and dense taxt for statsility checks. Arena Floor Velarium | Seating Materials | | Annotated Section Diagram = 2. Mourevmay apaeer in igh lot
20260424T023824Z-modal-ltx-s8-seed65-1024x576	1024x576	8	near_miss	2262.977	0.0414	0.9989	0.0346	763	714	Astructured visual page with labels, diagrams, and dense text for stability checks. Arena Floor Velarium | Trapdoors, lifts, and service passages cresied sudden reveals during public spade actabie awning systom shaded sp
20260424T023826Z-modal-ltx-s2-seed65-1280x736	1280x736	2	near_miss	2107.063	0.6344	0.9995	0.0129	763	778	H : Sketchapedia: Roman Colosseum Astructured visual page with labels, diagrams. and danse taxt for stability checks Arena Floor Velarium Trapdoors, lifts, and service passages created sudden reveals during public spedts
20260424T023828Z-modal-ltx-s3-seed65-1280x736	1280x736	3	near_miss	2306.252	0.5701	0.9992	0.0189	763	816	H . Sketchapedia: Roman Colosseum A structured visual page with labels, diagrams, and dense text for stability checks. Arena Floor Velarium Trapdoors, lifts, and service passages crested sudden reveals during public sped
20260424T023830Z-modal-ltx-s4-seed65-1280x736	1280x736	4	near_miss	2495.922	0.6297	0.9993	0.0175	763	770	H . Sketchapedia: Roman Colosseum A structured visual page with labels, diagrams, and dense text for stability checks. Arena Floor Velarium Trapdoors, lifts, and service passages created sudden reveals during public spec
20260424T023833Z-modal-ltx-s6-seed65-1280x736	1280x736	6	near_miss	2780.692	0.6136	0.9998	0.0061	763	776	H : Sketchapedia: Roman Colosseum A structured visual page with labels, diagrams, and dense text for stability checks. Arena Floor Velarium Trapdoors, lifts, and service passages crested sudden reveals during public sped
20260424T023836Z-modal-ltx-s8-seed65-1280x736	1280x736	8	fail	3202.079	0.6716	0.9999	0.0026	763	806	H . Sketchapedia: Roman Colosseum A structured visual page with labels, diagrams, and dense text for stability checks. Arena Floor Velarium Trapdoors, lifts, and service passages created sudden reveals during public spe@
20260424T023839Z-modal-ltx-s2-seed66-768x448	768x448	2	pass	1259.549	0.2686	0.9996	0.0128	763	128	Sketchapedia: Roman Colosseum ‘Arena Floor Veleriumn Seating Matoriats: Annotated Section Diagram 2 ert germ ynenkt ok walt bins
20260424T023840Z-modal-ltx-s3-seed66-768x448	768x448	3	near_miss	1388.997	0.2006	0.9995	0.0158	763	175	Sketchapedia: Roman Colosseum Arena Floor Velarium Seating Matortats: Annotated Section Diagram ae ert en peeteetythcnckt ik elitr ey srt ys! ‘Laanp Cundary stuf te waaay ret.
20260424T023842Z-modal-ltx-s4-seed66-768x448	768x448	4	near_miss	1436.059	0.2323	0.9996	0.0136	763	171	Sketchapedia: Roman Colosseum Arena Floor Velarium Seating Materials, Annotated Section Diagram PCharis Ghee yok mat wewteae Ft a S. Lasap Coundary stunéf be wowanty wnat.
20260424T023843Z-modal-ltx-s6-seed66-768x448	768x448	6	near_miss	1442.623	0.2725	0.9999	0.0062	763	129	Sketchapedia: Roman Colosseum Arena Floor Velarium Seating Materials, Annotated Section Diagram eri on Gere TMCnet ret pete oye =
20260424T023844Z-modal-ltx-s8-seed66-768x448	768x448	8	near_miss	1583.354	0.2800	0.9999	0.0030	763	165	Sketchapedia: Roman Colosseum Arena Floor Velarium Seating Matoclats: Annotated Section Diagram Eee greet ydact rst wats tt ppt S Linap Cenandary stondbo wounity wrt
20260424T023846Z-modal-ltx-s2-seed66-896x512	896x512	2	near_miss	1491.949	0.0440	0.9996	0.0133	763	557	bk spas bn Arena Floor Vetiriue Trapdoor, it, and sence petaages cremod suuKonrevents ding puUle apnfumetNtie suming system shaded spectnrs ond required coureinaled pe tan Seating Matariats Sool enior ues ancosid ito tie
20260424T023847Z-modal-ltx-s3-seed66-896x512	896x512	3	near_miss	1555.969	0.0382	0.9993	0.0189	763	638	A structured visual page with labels, diagrams, and danse text fee stantity checks. Arena Floor Votariaum Trapdoor, it, and seruce petcages creniod sudden reveals ding RULE sp=emdetabie euing system shaded specttors end 
20260424T023849Z-modal-ltx-s4-seed66-896x512	896x512	4	near_miss	1622.020	0.1145	0.9995	0.0158	763	668	A structured visual paye with lebeie, diagrams, and danse text for stably chacks Arena Floor Vetarium Trapdoors, lt, and sonive passages crestod sudden revonix during putiic spextembatabie ewning eystom shaded spectators
20260424T023851Z-modal-ltx-s6-seed66-896x512	896x512	6	near_miss	1769.013	0.0168	0.9999	0.0032	763	659	A sbuctured visual page with lable, diagrams, and danse text for stadiily checks Arena Floor Votorium Trapdoor ite, and service passages created suuden reveals dung public spavauietabie guing rystom shaded spectors and r
20260424T023852Z-modal-ltx-s8-seed66-896x512	896x512	8	near_miss	1990.980	0.0201	0.9999	0.0028	763	677	A sbuctured visoal page with lobeis, diagrams, and dense text tor stably checks Arena Floor Vetsrium ‘Trapdoor, lite, and service passages created sudden reveals during putiic spexfemeasabio ewning «ystom shaded spectato
20260424T023854Z-modal-ltx-s2-seed66-960x544	960x544	2	near_miss	1625.722	0.0222	0.9994	0.0152	763	660	A ctructured vioval page with Isbote, diagrams. and danse text far stability checks Arena Floor Vetarium Trapdoor, fits. aa Service passages craslud:suddon revaR’s dunn publ: sosiwehmactakls SArMnG Kyam shaded Spectators
20260424T023856Z-modal-ltx-s3-seed66-960x544	960x544	3	near_miss	1683.608	0.0209	0.9989	0.0218	763	661	Actructured visual pega with Ixbeis, diagrams, and danse text for stabilty checks. Arena Floor Vetarium Trapdoors, Its. aca Service parsenes crested sudden revaats dures publi: sosuuREMIctakle SAIN Siam shaded Spectors a
20260424T023858Z-modal-ltx-s4-seed66-960x544	960x544	4	near_miss	1722.389	0.0636	0.9989	0.0205	763	688	Actructured visual pega with fubeis, diagrams, and danse text for stability checks. Arena Floor Vetarium Trandoors, is. ae service passages created suddon revasts durng public sosureactatle saring Sytem shaded spectators
20260424T023859Z-modal-ltx-s6-seed66-960x544	960x544	6	near_miss	1880.489	0.0162	0.9991	0.0160	763	233	Arena Floor Vetariuim Seating Motortais Annotated Section Diagram SF S : “SGandn qoometry shouts cat wate or mat penn —_e (— - SS) 3 Motion enay uppearia ain, clue, crsudo, oF fyht | Sa C2 —— PNR input BERIES 88 fhe CADI
20260424T023901Z-modal-ltx-s8-seed66-960x544	960x544	8	near_miss	2032.988	0.0157	0.9994	0.0115	763	685	Actructured viousl page wih bets, diagrarns, and danse taut far stabilly checks. Arena Floor Vetarium Trapdoors, lifts, aed sennoe passages Created sudden reveots dunng public spefuramactakle swing systam shaded spectato
20260424T023903Z-modal-ltx-s2-seed66-1024x576	1024x576	2	near_miss	1603.719	0.0210	0.9986	0.0220	763	640	Astrachivad visual page with iebels, diagrams, aod danse twet torstabiity checks Arena Floor Veiaviuen Tsao, tts, and serine pansAGe cipal sudden revRRts Milig jain demtnetaR atin Ning Aiyslom-Atiadet apetialS-ANd roqueD
20260424T023905Z-modal-ltx-s3-seed66-1024x576	1024x576	3	near_miss	1747.315	0.0238	0.9977	0.0318	763	650	Astnachicnd visual page with iatals, dingrnms aod annee text forstabifty checks. Arena Floor Velariuen Trnydoon, ite, and weevion pacomges ciulid sudden roveRte ducing julie dpmadtactatén tanting xysinm Hnaded speciators
20260424T023907Z-modal-ltx-s4-seed66-1024x576	1024x576	4	near_miss	1820.473	0.0258	0.9974	0.0329	763	634	A sirechions visu pagt with iatels, dingenms, ant aanse tet forstahitty checks. Aseta Floor Velarium Tragdoon, ite, and weedion parents ctssind sudden roves duickig pultirdpatadmectatén toting iystom taded specialars-and
20260424T023909Z-modal-ltx-s6-seed66-1024x576	1024x576	6	near_miss	2002.988	0.0793	0.9970	0.0331	763	479	A sirachiond visual pegs wit (abals, dagen. cuit ane tenet foratubdlty okecks. | Arena Floor Velarium Seating | | Sociat examen smcncid ile tie echitacnase Tens ee, Secor: cast Mam aOR, ud Tancisue Cad Eth acta am aman |
20260424T023911Z-modal-ltx-s8-seed66-1024x576	1024x576	8	near_miss	2228.546	0.0264	0.9972	0.0302	763	556	A sivrerhio viewed ope wit adie, dagranna mas tanmuemeRt tisk hci sis it Avena Floor Velarium Tense ih an oe tioh pamais mein sudden teevmsite icing juliigrtaeectatéts aN xystNM sade scalansEE sMAtinEetworEsnOLOE Hype ta
20260424T023913Z-modal-ltx-s2-seed66-1280x736	1280x736	2	near_miss	2100.112	0.6139	0.9995	0.0131	763	774	H . Sketchapedia: Roman Colosseum A structured visual page with labels, diagrams. and dense text for stability checks Arena Floor Velarium Trapdoors, lifts, and service passages crested sudden reveals during public spedi
20260424T023915Z-modal-ltx-s3-seed66-1280x736	1280x736	3	near_miss	2271.563	0.5178	0.9992	0.0188	763	804	H . Sketchapedia: Roman Colosseum A structured visual page with labels, disgrams. and dense text for stability checks. Arena Floor Velarium Trapdoors, lis, and service passages created sudden reveals during public spedis
20260424T023917Z-modal-ltx-s4-seed66-1280x736	1280x736	4	near_miss	2550.129	0.5404	0.9993	0.0165	763	804	H . Sketchapedia: Roman Colosseum A structured visual page with labels, disgrams, and dense text for stability checks Arena Floor Velarium Trapdoors, Its, and service passages created sudden reveals during public spedzet
20260424T023920Z-modal-ltx-s6-seed66-1280x736	1280x736	6	near_miss	2776.057	0.6941	0.9998	0.0048	763	764	H . Sketchapedia: Roman Colosseum Astructured visual page with labels, disgrams, and dense text for stability checks. Arena Floor Velarium Trapdoors, lifts, and service passages created sudden reveals during public speds
20260424T023923Z-modal-ltx-s8-seed66-1280x736	1280x736	8	fail	3178.365	0.7803	0.9999	0.0033	763	784	H : Sketchapedia: Roman Colosseum Astructured visual page with labels, disgrams, and dense text for stability checks Arena Floor Velarium Trapdoors, Its, and service passages creatad sudden reveals during public spedaets
20260424T023926Z-modal-ltx-s2-seed67-768x448	768x448	2	pass	1213.354	0.2893	0.9997	0.0118	763	139	Sketchapedia: Roman Colosseum Arena Floor Velarium Seating Materiats Annotated Section Diagram a 9. Lnnp benundary stravett bo venantey aie
20260424T023927Z-modal-ltx-s3-seed67-768x448	768x448	3	near_miss	1308.331	0.2992	0.9996	0.0120	763	178	Sketchapedia: Roman Colosseum Arena Floor Velarium ‘Seating Materiats Annotated Section Diagram "EReratn gnerany chant mot went er eet Bn Laanp benunutery steve bo wmuiérr aieat.
20260424T023928Z-modal-ltx-s4-seed67-768x448	768x448	4	near_miss	1331.420	0.2868	0.9999	0.0065	763	137	Sketchapedia: Roman Colosseum Arena Floor Velarium Seating Materials Annotated Section Diagram "EEivarsto gneaey hue out vethan cr set ie
20260424T023930Z-modal-ltx-s6-seed67-768x448	768x448	6	near_miss	1461.675	0.2101	0.9999	0.0037	763	132	Sketchapedia: Roman Colosseum Arena Floor Volarium ‘Seating Materials Annotated Section Diagram SP easmgnranty teat tut vain a wet i
20260424T023931Z-modal-ltx-s8-seed67-768x448	768x448	8	near_miss	1567.874	0.2922	0.9999	0.0054	763	177	Sketchapedia: Roman Colosseum Arena Floor Volarium ‘Seating Materlats Annotated Section Diagram SE femgnnanty the wo net er Fret ype! S. Comp Gnundary vterust too venantey qieet
20260424T023933Z-modal-ltx-s2-seed67-896x512	896x512	2	near_miss	1415.931	0.0178	0.9996	0.0126	763	615	A stucturad visuel page’ ih tabula. dlagrams. and dunse tad fer statity cache Arena Floor Votacium. Tiapduor, ity and service passages cromud cuudon revedts dunn publ: spndetAlse auring systum straded specttors nd reguTE
20260424T023934Z-modal-ltx-s3-seed67-896x512	896x512	3	near_miss	1504.776	0.0163	0.9995	0.0162	763	654	A structurud visuel page’ with fabeto, dlagrams, and danse ted for etablity checks Arena Floor Votarium Trapdoor it and service passages crenud suudon revedts dung RULE: spnfwebuLtalsy aeming systom traded spectators end
20260424T023936Z-modal-ltx-s4-seed67-896x512	896x512	4	near_miss	1615.997	0.0201	0.9997	0.0127	763	653	A structurud visual page’ ith labuto, dtagrams, and danse te fr stability check. Arena Floor Votarium Tapdvors, it, and service passages cresiod wuudon revedts dung PULTE: spantombedy awning systom shaded spectators end 
20260424T023937Z-modal-ltx-s6-seed67-896x512	896x512	6	near_miss	1734.278	0.0207	0.9999	0.0047	763	640	A structurud visual page’ with fabio, Sagrams, and danse text for stably check. Arena Floor Votarium Trapdoor, ite, and serve passages creotod suudon revedts dung pULIE: spantombuAId) aemng system shaded spectators ond r
20260424T023939Z-modal-ltx-s8-seed67-896x512	896x512	8	near_miss	1909.008	0.0141	0.9999	0.0028	763	643	A.structurad visuel page’ ith labuto, tagrams, and danse text for stability checks. Arena Floor Votarium Trapdoor it, and Serve passages created suudon revedts dung PUL: cpatombNAY awning system staded specttors end requ
20260424T023941Z-modal-ltx-s2-seed67-960x544	960x544	2	near_miss	1578.353	0.0213	0.9995	0.0149	763	673	Asstractired visual pegs with Iabsia, diagrams. and dense text for stavilty checks. Arena Floor Yetarium Tapanors, Hits and service passages CrBuiacsudden sevens dong public spsitueReEctntta awning Sysiam shaded spectato
20260424T023942Z-modal-ltx-s3-seed67-960x544	960x544	3	near_miss	1635.515	0.0193	0.9991	0.0228	763	675	Acstructured visual pege With Isoein, diagrams. and danse text for stably checks Arena Floor Yoiarium Trapdoor, ft, aad sorvice passages craakid sudden saves dunn public spadrekmnctable awning Rytam shaded specisors and 
